ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;tranche_d_entrees;proprietaire;programmateur;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;population_de_la_commune_2015;unite_urbaine_2010;population_unite_urbaine_2015;semaines_d_activite_2020;seances_2020;entrees_2020;entrees_2019;evolution_entrees_2020_2019;art_et_essai;nombre_de_films_programmes_2020;nombre_de_films_inedits_2020;nombre_de_films_en_semaine_1_2020;pdm_en_entrees_des_films_francais_2020;pdm_en_entrees_des_films_americains_2020;pdm_en_entrees_des_films_europeens_2020;pdm_en_entrees_des_autres_films_2020;films_art_et_essai_2020;part_des_seances_de_films_art_et_essai_2020;pdm_en_entrees_des_films_art_et_essai_2020;geo
8341.0;75;NOUVEL ODEON;ILE-DE-FRANCE;6 RUE DE L ECOLE DE MEDECINE;75106;Paris 6e Arrondissement;01-Paris;1;119;De 10 à 20 000 entrées;CINEDEVIL;SARL EXHANTHUS;A;RDJP;FIXE;NON;42428.0;Paris;10706072.0;28.0;819.0;14474.0;31750.0;-54.412598425196855;OUI;86.0;20.0;1.0;72.26557057266267;14.065765640239656;5.94956109795179;7.719102689145883;79.0;91.57509157509158;95.86178068830988;48.850764,2.341747
8353.0;75;UGC ODEON;ILE-DE-FRANCE;124 BD ST GERMAIN;75106;Paris 6e Arrondissement;01-Paris;5;722;De 80 à 100 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;42428.0;Paris;10706072.0;31.0;4883.0;85435.0;252265.0;-66.13283650129824;NON;110.0;67.0;49.0;53.81579255580802;20.831088519828537;17.681712773184046;7.671406151179405;69.0;58.386237968462005;59.02532149633413;48.852353,2.339834
8361.0;75;ESPACE SAINT MICHEL;ILE-DE-FRANCE;7 PLACE ST MICHEL;75105;Paris 5e Arrondissement;01-Paris;2;210;De 20 à 30 000 entrées;SOCIETE DE DIFFUSION AUDIOVISUELLE;;A;RD;FIXE;NON;59333.0;Paris;10706072.0;24.0;1888.0;20163.0;47744.0;-57.768515415549594;OUI;33.0;22.0;21.0;40.07365749265914;7.943064748917533;38.30687304036232;13.676404718061017;26.0;90.83686440677965;93.63957597173145;48.853093,2.344228
8374.0;75;ECOLES CINEMA CLUB;ILE-DE-FRANCE;23 RUE DES ECOLES;75105;Paris 5e Arrondissement;01-Paris;2;200;De 20 à 30 000 entrées;CINELUX;;A;PR;FIXE;NON;59333.0;Paris;10706072.0;31.0;1853.0;28076.0;33370.0;-15.864548996104288;OUI;294.0;4.0;1.0;35.72346348775787;51.7274609179813;11.046470126347348;1.5026054679134844;224.0;77.54991905018889;74.2272824612749;48.848384,2.348973
8391.0;75;LE CINEMA DU PANTHEON;ILE-DE-FRANCE;13 RUE VICTOR COUSIN;75105;Paris 5e Arrondissement;01-Paris;1;200;De 10 à 20 000 entrées;LES FILMS DE LA GARENNE;;A;RD;FIXE;NON;59333.0;Paris;10706072.0;30.0;972.0;17171.0;23061.0;-25.54095659338277;OUI;46.0;9.0;2.0;90.83841953099903;4.998393832316094;2.139415354963058;2.0237712817218116;39.0;74.48559670781893;95.38066174108577;48.847502,2.342301
8422.0;75;LE CHAMPO;ILE-DE-FRANCE;51 RUE DES ECOLES;75105;Paris 5e Arrondissement;01-Paris;2;240;De 40 à 50 000 entrées;SOCIETE D'EXPLOITATION DU CHAMPOLLION STUDIO DES ECOLES;;A;PR;FIXE;NON;59333.0;Paris;10706072.0;31.0;1904.0;41281.0;103248.0;-60.01762746009608;OUI;99.0;8.0;1.0;29.58261250944178;21.003386857045395;27.791720474647303;21.622280158865525;87.0;89.81092436974791;92.38322652956799;48.849983,2.343211
8425.0;75;QUARTIER LATIN I;ILE-DE-FRANCE;9 RUE CHAMPOLLION;75105;Paris 5e Arrondissement;01-Paris;2;164;De 50 à 80 000 entrées;CINE SORBONNE;;A;PR;FIXE;NON;59333.0;Paris;10706072.0;31.0;2008.0;55838.0;102958.0;-45.76623477534528;OUI;356.0;2.0;0.0;9.283464281834968;67.03899489481879;11.122777797892756;12.554763025453491;326.0;83.11752988047809;88.1114450197328;48.849504,2.342788
8451.0;75;STUDIO DES URSULINES;ILE-DE-FRANCE;10 RUE DES URSULINES;75105;Paris 5e Arrondissement;01-Paris;1;122;De 10 à 20 000 entrées;SARL DES AUTEURS REALISATEURS PRODUCTEURS ARP;;A;JPPR;FIXE;NON;59333.0;Paris;10706072.0;27.0;682.0;11615.0;27233.0;-57.34953916204605;OUI;67.0;8.0;7.0;50.51612081050083;12.170256148846693;19.89295272078501;17.420670319867465;49.0;44.42815249266862;80.37466547725245;48.842733,2.342044
8513.0;75;REFLET MEDICIS 2;ILE-DE-FRANCE;7 RUE CHAMPOLLION;75105;Paris 5e Arrondissement;01-Paris;3;372;De 40 à 50 000 entrées;LES ECRANS DE PARIS;;A;RDPR;FIXE;NON;59333.0;Paris;10706072.0;31.0;2476.0;47300.0;100495.0;-52.9329817403851;OUI;177.0;20.0;15.0;36.745372772876664;7.4727555786196165;34.17877529839129;21.603096350112438;130.0;74.03069466882067;76.95684137692442;48.849591,2.342836
8514.0;75;EPEE DE BOIS;ILE-DE-FRANCE;100 RUE MOUFFETARD;75105;Paris 5e Arrondissement;01-Paris;2;140;De 10 à 20 000 entrées;STUDIO 43;;A;;FIXE;NON;59333.0;Paris;10706072.0;31.0;1842.0;19746.0;36774.0;-46.30445423396965;OUI;99.0;60.0;0.0;66.77238608732424;13.394650597314728;7.109631039221904;12.723332276139127;79.0;81.27035830618892;87.14451844803891;48.841535,2.34958
8531.0;75;LE GRAND ACTION;ILE-DE-FRANCE;5 RUE DES ECOLES;75105;Paris 5e Arrondissement;01-Paris;2;346;De 20 à 30 000 entrées;ACTION RIVE GAUCHE;;A;PR;FIXE;NON;59333.0;Paris;10706072.0;31.0;1621.0;25325.0;56639.0;-55.28699306131817;OUI;167.0;14.0;11.0;20.871151073034184;53.71108660615829;19.064382051064552;6.353380269742981;129.0;81.67797655768044;83.35736703706846;48.847537,2.352122
8621.0;75;LES FAUVETTES;ILE-DE-FRANCE;58 AVENUE DES GOBELINS;75113;Paris 13e Arrondissement;01-Paris;5;645;De 50 à 80 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;NON;183216.0;Paris;10706072.0;31.0;4719.0;55439.0;168403.0;-67.07956509088318;NON;94.0;59.0;55.0;46.08186046511628;33.50139534883721;13.333953488372094;7.082790697674418;38.0;49.396058486967576;53.86604651162791;48.833574,2.353775
8632.0;75;UGC  GOBELINS;ILE-DE-FRANCE;66 BIS AV DES GOBELINS;75113;Paris 13e Arrondissement;01-Paris;11;1138;De 150 à 200 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;OUI;183216.0;Paris;10706072.0;31.0;9405.0;170162.0;487926.0;-65.12544935092617;NON;226.0;135.0;119.0;50.40713203341961;31.408423299390925;12.360776174668782;5.823668492520681;124.0;49.909622541201486;50.79392220564737;48.832888,2.354241
8661.0;75;ESCURIAL;ILE-DE-FRANCE;11 BD PORT ROYAL;75113;Paris 13e Arrondissement;01-Paris;2;329;De 30 à 40 000 entrées;LES ECRANS DE PARIS;;A;RDJP;FIXE;NON;183216.0;Paris;10706072.0;24.0;1644.0;30666.0;91197.0;-66.3738938780881;OUI;100.0;44.0;25.0;63.913165070264974;11.168985527511712;21.841571698245126;3.076277703978186;88.0;86.25304136253041;86.12528840103475;48.836817,2.349632
9351.0;75;MK2 GRAND PALAIS;ILE-DE-FRANCE;COURS LA REINE PORTE C;75108;Paris 8e Arrondissement;01-Paris;1;104;De 2 à 5 000 entrées;MK2 CINEMAS;SA MK2 VISION;NON;;FIXE;NON;36694.0;Paris;10706072.0;13.0;305.0;4649.0;12896.0;-63.95006203473945;NON;10.0;4.0;0.0;79.4364379436438;15.401161540116155;2.107980210798021;3.0544203054420302;9.0;85.24590163934425;85.95396859539686;48.8649,2.314116
9452.0;75;LE LOUXOR;ILE-DE-FRANCE;170 BOULEVARD DE MAGENTA;75110;Paris 10e Arrondissement;01-Paris;3;556;De 80 à 100 000 entrées;CINELOUXOR;SARL EXHANTHUS;A;RDJPPR;FIXE;NON;91770.0;Paris;10706072.0;31.0;3180.0;92428.0;255631.0;-63.84319585652758;OUI;158.0;48.0;35.0;39.03620150002953;27.203685111911653;23.38628713163645;10.37382625642237;120.0;77.70440251572327;79.10116340872851;48.883487,2.349853
9600.0;75;MK2 BIBLIOTHEQUE;ILE-DE-FRANCE;128 A 162 AVENUE DE FRANCE;75113;Paris 13e Arrondissement;01-Paris;16;2952;De 300 à 450 000 entrées;MK2 CINEMAS;SA MK2 VISION;NON;;FIXE;OUI;183216.0;Paris;10706072.0;31.0;20278.0;428669.0;1330204.0;-67.77419102633881;NON;274.0;181.0;163.0;32.281664595281;39.97147831153484;17.440519122922836;10.306337970261325;135.0;43.50034520169642;43.309267669232995;48.833718,2.373922
9616.0;75;MK2 A&E;ILE-DE-FRANCE;15/43 QUAI FRANCOIS MAURIAC;75113;Paris 13e Arrondissement;01-Paris;4;520;De 40 à 50 000 entrées;MK2 A & E;SA MK2 VISION;NON;;FIXE;NON;183216.0;Paris;10706072.0;16.0;2712.0;41420.0;149092.0;-72.21849596222467;NON;66.0;52.0;19.0;44.158715961041544;29.64619359968197;8.882428940568476;17.31266149870801;46.0;69.21091445427729;70.84078711985688;48.832993,2.378615
9700.0;75;PATHE BEAUGRENELLE;ILE-DE-FRANCE;7 RUE LINOIS;75115;Paris 15e Arrondissement;01-Paris;10;1962;De 200 à 300 000 entrées;PATHE BEAUGRENELLE;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;234994.0;Paris;10706072.0;31.0;9367.0;261343.0;807114.0;-67.62006358457417;NON;154.0;88.0;79.0;33.22300914996374;46.77282476199293;16.284389513802093;3.719776574241232;47.0;31.771111348350594;32.55489206745977;48.848895,2.282585
9802.0;75;CLUB DE L ETOILE;ILE-DE-FRANCE;14 RUE TROYON;75117;Paris 17e Arrondissement;01-Paris;1;161;De 2 à 5 000 entrées;SOCIETE CINEMATOGRAPHIQUE THEATRALE ET AUDIOVISUELLE CTAV 14;;NON;;FIXE;NON;168533.0;Paris;10706072.0;14.0;103.0;2392.0;10164.0;-76.4659582841401;NON;40.0;14.0;1.0;27.66861391396707;38.13064259160913;9.612320764737122;24.58842272968667;19.0;59.22330097087378;32.18268720127456;48.876113,2.295345
9803.0;75;LES 7 BATIGNOLLES CINEMOVIDA;ILE-DE-FRANCE;ALLEE COLETTE HEILBRONNER;75117;Paris 17e Arrondissement;01-Paris;7;1151;De 50 à 80 000 entrées;LES 7 BATIGNOLLES;LES CINEMAS GAUMONT PATHE;NON;;FIXE;NON;168533.0;Paris;10706072.0;31.0;6084.0;51795.0;127852.0;-59.488314613772175;NON;152.0;82.0;72.0;39.894986722459166;39.18081596523698;14.748129073790938;6.176068238512915;76.0;41.748849441157134;44.57230224511145;48.893315,2.311503
9900.0;75;MK2 QUAI DE LOIRE;ILE-DE-FRANCE;5/19 QUAI DE LA LOIRE;75119;Paris 19e Arrondissement;01-Paris;6;1108;De 150 à 200 000 entrées;MK2 QUAI DE LOIRE;SA MK2 VISION;NON;;FIXE;NON;185654.0;Paris;10706072.0;31.0;7223.0;173285.0;450743.0;-61.55569803635331;NON;131.0;94.0;57.0;40.85754930259189;35.52678956160389;19.928222745598035;3.6874383902061822;77.0;50.962204070330884;52.4924297426998;48.885067,2.374123
9906.0;75;UGC CINE CITE PARIS 19;ILE-DE-FRANCE;166 BOULEVARD MAC DONALD;75119;Paris 19e Arrondissement;01-Paris;14;2790;De 150 à 200 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;185654.0;Paris;10706072.0;31.0;13252.0;177666.0;547650.0;-67.55847712955354;NON;257.0;154.0;137.0;38.47332803669332;44.64785795989204;12.364837071972321;4.51397693144232;128.0;36.62088741322065;32.872412957609974;48.898991,2.376757
9920.0;75;PATHE;ILE-DE-FRANCE;30 AVENUE CORENTIN CARIOU;75119;Paris 19e Arrondissement;01-Paris;16;2901;De 150 à 200 000 entrées;PATHE LA VILLETTE;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;185654.0;Paris;10706072.0;31.0;15260.0;187681.0;614271.0;-69.44654720799126;NON;224.0;123.0;106.0;25.482389801210026;58.41400172860847;10.769770959377702;5.333837510803803;56.0;17.955439056356486;12.125108038029387;48.897016,2.385181
9950.0;75;CGR PARIS LILAS;ILE-DE-FRANCE;PLACE DU MAQUIS DU VERCORS;75120;Paris 20e Arrondissement;01-Paris;7;1394;De 80 à 100 000 entrées;CINELILAS;SARL LES FILMS DE LA ROCHELLE;NON;;FIXE;NON;195556.0;Paris;10706072.0;31.0;7033.0;82424.0;281868.0;-70.75794343451545;NON;117.0;68.0;64.0;36.22747747747748;50.94594594594595;7.284784784784786;5.541791791791792;24.0;13.706810749324614;11.212462462462462;48.852605,2.406733
10552.0;94;SALLE CHARLES CHAPLIN;ILE-DE-FRANCE;ESPACE CULTUREL ALAIN POHER 7 AVENUE AUGUSTE DURU;94001;Ablon-sur-Seine;02-Grande Couronne;1;188;Moins de 2000 entrées;LES BORDS DE SCENES;;NON;;FIXE;NON;5527.0;Paris;10706072.0;14.0;40.0;514.0;;;NON;36.0;36.0;1.0;73.8307747233131;20.492681185290966;3.1774366297750802;2.4991074616208495;11.0;35.294117647058826;35.8800428418422;48.724181,2.420302
10992.0;78;PANDORA;ILE-DE-FRANCE;6 ALLEE SIMONE SIGNORET;78005;Achères;03-Petite couronne;3;257;De 30 à 40 000 entrées;CINE ACHERES PANDORA;;C;RDJP;FIXE;NON;21053.0;Paris;10706072.0;26.0;2219.0;30614.0;81429.0;-62.40405752250426;OUI;138.0;91.0;43.0;64.70972344825084;20.41307423485737;9.286914882039252;5.5902874348525335;93.0;64.91638795986621;63.499280505943375;48.960956,2.067774
14693.0;94;LE POLE CULTUREL;ILE-DE-FRANCE;82 RUE MARCEL BOURDARIAS;94002;Alfortville;02-Grande Couronne;1;410;De 2 à 5 000 entrées;L'AVANT-SCENE;;NON;;FIXE;NON;44410.0;Paris;10706072.0;18.0;34.0;2815.0;9244.0;-69.5478147987884;NON;33.0;25.0;0.0;60.993391019963205;26.44273352865027;6.997342781222321;5.566532670164202;12.0;36.201298701298704;37.15336921714247;48.807586,2.422346
20931.0;92;LE SELECT;ILE-DE-FRANCE;10 AV DIVISION LECLERC;92002;Antony;02-Grande Couronne;4;665;De 80 à 100 000 entrées;CENTRE CULTUREL MUNICIPAL D'ANTONY;;C;RDJPPR;FIXE;NON;61711.0;Paris;10706072.0;27.0;2990.0;85492.0;239468.0;-64.29919655235771;OUI;204.0;155.0;89.0;60.30027932960894;28.465432960893857;6.110335195530727;5.12395251396648;143.0;25.757575757575758;30.20251396648045;48.753029,2.304782
22634.0;94;JEAN VILAR;ILE-DE-FRANCE;1 RUE PAUL SIGNAC;94003;Arcueil;02-Grande Couronne;2;328;De 10 à 20 000 entrées;COMMUNE D ARCUEIL;;C;RDJPPR;FIXE;NON;21516.0;Paris;10706072.0;29.0;1089.0;12942.0;31129.0;-58.424620129140024;OUI;165.0;118.0;1.0;46.649446373044206;41.50968230203518;10.572382816998733;1.2684885079218835;125.0;33.911949685534594;29.866241095079054;48.801352,2.330702
22636.0;94;MEGARAMA;ILE-DE-FRANCE;8 AVENUE SALVADOR ALLENDE;94003;Arcueil;02-Grande Couronne;6;781;De 50 à 80 000 entrées;CINEARCUEIL;SAS AGORA CINEMAS;NON;;FIXE;NON;21516.0;Paris;10706072.0;31.0;5780.0;68669.0;255441.0;-73.11747135346323;NON;98.0;79.0;74.0;52.43520364568499;31.842779834804897;14.269438906294504;1.452577613215608;13.0;65.32258064516128;79.52150384505839;48.810228,2.328168
23301.0;95;JEAN GABIN;ILE-DE-FRANCE;12-14 BOULEVARD LEON FEIX;95018;Argenteuil;03-Petite couronne;1;128;De 2 à 5 000 entrées;COMMUNAUTE D AGGLOMERATION ARGENTEUIL BEZONS;;C;RDJP;FIXE;NON;110388.0;Paris;10706072.0;25.0;399.0;4116.0;11487.0;-64.16819012797075;OUI;77.0;43.0;0.0;79.67101179391682;5.276225946617008;8.845437616387338;6.207324643078833;63.0;80.466472303207;88.8578522656735;48.946909,2.249331
23323.0;95;LE FIGUIER BLANC;ILE-DE-FRANCE;3TER RUE GREGOIRE COLLAS;95018;Argenteuil;03-Petite couronne;3;826;De 20 à 30 000 entrées;COMMUNAUTE D AGGLOMERATION ARGENTEUIL BEZONS;;C;RDJPPR;FIXE;NON;110388.0;Paris;10706072.0;30.0;1948.0;23428.0;72449.0;-67.66276967245926;OUI;163.0;99.0;29.0;27.61741835147745;60.59720062208398;6.2208398133748055;5.564541213063764;92.0;13.806308576035473;6.63452566096423;48.943679,2.24855
24753.0;91;STARS;ILE-DE-FRANCE;13 AV DU GENERAL DE GAULLE;91021;Arpajon;03-Petite couronne;5;829;Moins de 2000 entrées;CINAEA;;NON;;FIXE;NON;10481.0;Paris;10706072.0;1.0;115.0;553.0;42729.0;-98.70579699969576;NON;7.0;1.0;1.0;40.862550418864416;50.57399937946013;4.064536146447409;4.498914055228048;0.0;50.0;74.43375736891096;48.590692,2.250123
26662.0;92;L ALCAZAR;ILE-DE-FRANCE;1 RUE DE LA STATION;92004;Asnières-sur-Seine;02-Grande Couronne;4;646;De 50 à 80 000 entrées;ASSOCIATION DE GESTION DES CINEMAS D ASNIERES;;C;JPPR;FIXE;NON;86512.0;Paris;10706072.0;31.0;2965.0;60803.0;183719.0;-66.90434848872464;OUI;118.0;88.0;72.0;69.4622168424693;23.958153207677675;2.4208888120352756;4.158741137817742;62.0;52.13675213675214;55.93982362095799;48.906327,2.284046
27573.0;91;CINEMA VENTURA;ILE-DE-FRANCE;RUE SAMUEL DESBORDES;91027;Athis-Mons;03-Petite couronne;1;175;De 2 à 5 000 entrées;LE CENTRE CULTUREL DES PORTES DE L' ESSONNE;;C;;FIXE;NON;32792.0;Paris;10706072.0;26.0;278.0;3600.0;12102.0;-70.25285076846802;OUI;92.0;75.0;0.0;45.70626003210273;30.93900481540931;14.245585874799357;9.109149277688603;49.0;50.0;59.069020866773684;48.7102,2.388137
28113.0;78;PAUL GRIMAULT;ILE-DE-FRANCE;1 AV DE LA DIVISION LECLERC;78029;Aubergenville;03-Petite couronne;1;169;De 5 à 10 000 entrées;SCENE ET ECRAN;SARL GPCI;NON;;FIXE;NON;11557.0;Paris;10706072.0;30.0;816.0;6705.0;16669.0;-59.77563141160238;NON;123.0;104.0;2.0;61.78828365878726;27.893114080164437;4.501541623843782;5.817060637204522;51.0;27.450980392156865;27.769784172661872;48.9589,1.855229
28264.0;93;STUDIO;ILE-DE-FRANCE;2 RUE EDOUARD POISSON;93001;Aubervilliers;02-Grande Couronne;1;127;De 10 à 20 000 entrées;ASSOCIATION CINEMA LE STUDIO;SARL GPCI;C;JPPR;FIXE;NON;83782.0;Paris;10706072.0;30.0;619.0;12932.0;28502.0;-54.627745421373945;OUI;152.0;85.0;7.0;80.71002199183161;11.592836946277098;2.858938108702482;4.838202953188816;106.0;50.76923076923077;70.71944706251963;48.910534,2.384966
30164.0;93;THEATRE ET CINEMA JACQUES PREVERT;ILE-DE-FRANCE;134 RUE ANATOLE FRANCE;93005;Aulnay-sous-Bois;02-Grande Couronne;2;789;De 10 à 20 000 entrées;INSTITUT AULNAYSIEN DE DEVELOPPEMENT CULTUREL;SARL GPCI;C;JP;FIXE;NON;83584.0;Paris;10706072.0;20.0;486.0;11295.0;30648.0;-63.146045418950656;OUI;133.0;95.0;0.0;67.49814951887491;17.475943745373797;10.69578090303479;4.330125832716506;67.0;71.0691823899371;73.48630643967432;48.940586,2.496291
30184.0;93;UGC CINE CITE O'PARINOR;ILE-DE-FRANCE;LE HAUT DE GALY;93005;Aulnay-sous-Bois;02-Grande Couronne;14;2592;De 200 à 300 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;83584.0;Paris;10706072.0;31.0;13158.0;273569.0;989339.0;-72.348305282618;NON;228.0;104.0;103.0;35.95885563297212;55.80283418002233;5.524449127884116;2.7138610591214354;73.0;17.16950082281953;9.740331231028138;48.960325,2.473606
35953.0;92;THEATRE VICTOR HUGO;ILE-DE-FRANCE;14 AV VICTOR HUGO;92007;Bagneux;02-Grande Couronne;1;418;De 2 à 5 000 entrées;COMMUNE DE BAGNEUX;;NON;;FIXE;NON;39487.0;Paris;10706072.0;15.0;67.0;4348.0;10101.0;-56.95475695475696;NON;30.0;12.0;2.0;35.031069684864626;43.40878828229028;13.548601864181093;8.011540168664004;15.0;16.128010139416986;9.809143364403019;48.804045,2.321692
36013.0;93;LE CIN'HOCHE;ILE-DE-FRANCE;6 RUE HOCHE;93006;Bagnolet;02-Grande Couronne;2;288;De 10 à 20 000 entrées;ASSOCIATION BAGNOLETAISE DU CINEMA;;C;RDJPPR;FIXE;NON;35881.0;Paris;10706072.0;27.0;1003.0;14047.0;35411.0;-60.33153539860495;OUI;141.0;87.0;4.0;42.72438248960626;52.94693078992418;3.900709219858156;0.4279775006113964;111.0;19.672131147540984;22.010271460014675;48.869237,2.417029
37350.0;91;CINE TOILE;ILE-DE-FRANCE;2 RUE DES COLOMBES;91045;Ballancourt-sur-Essonne;03-Petite couronne;1;189;De 2 à 5 000 entrées;CINEMA CONFLUENCES MENNECY;;NON;;FIXE;NON;7538.0;Ballancourt-sur-Essonne;35283.0;19.0;210.0;4258.0;22157.0;-80.78259692196596;NON;47.0;38.0;30.0;49.23102364808996;24.24342649247561;16.10716057549198;10.41838928394245;12.0;41.45454545454545;38.5645774764346;48.528643,2.388787
45132.0;95;BEAUMONT PALACE;ILE-DE-FRANCE;6 AV ANATOLE FRANCE;95052;Beaumont-sur-Oise;03-Petite couronne;1;353;De 5 à 10 000 entrées;COMMUNE DE BEAUMONT SUR OISE;SARL GPCI;D;JPPR;FIXE;NON;9699.0;Persan - Beaumont-sur-Oise;37357.0;26.0;454.0;6642.0;20573.0;-67.71496621785835;OUI;120.0;87.0;0.0;25.922686723806194;56.84799720132937;11.422074514605562;5.807241560258877;58.0;23.684210526315788;18.803568305055098;49.141412,2.283076
54292.0;78;LA BARBACANE;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78062;Beynes;03-Petite couronne;1;292;De 2 à 5 000 entrées;SYNDICAT INTERCOMMUNAL DE GESTION DES ACTIVITES DU CENTRE CULTUR;SARL GPCI;NON;;FIXE;NON;7552.0;Beynes;8069.0;22.0;193.0;3950.0;11782.0;-66.47428280427772;NON;71.0;57.0;0.0;35.744089012517385;44.8662357849955;11.6010799312771;7.7885952712100135;26.0;18.636693255982596;22.46584308271292;48.855732,1.875104
54692.0;95;THEATRE PAUL ELUARD;ILE-DE-FRANCE;162 RUE MAURICE BERTEAUX;95063;Bezons;03-Petite couronne;2;598;De 5 à 10 000 entrées;THEATRE PAUL ELUARD;SARL GPCI;C;JP;FIXE;NON;28674.0;Paris;10706072.0;30.0;743.0;9537.0;31748.0;-69.96031246062743;OUI;125.0;101.0;6.0;57.69872731066138;29.45962862507824;8.387231379094514;4.454412685165867;57.0;33.33333333333333;37.40872105153349;48.931156,2.207081
57582.0;93;CINEMA LOUIS DAQUIN;ILE-DE-FRANCE;76 RUE VICTOR HUGO;93007;Le Blanc-Mesnil;02-Grande Couronne;3;447;De 20 à 30 000 entrées;COMMUNE DE BLANC MESNIL;;C;JPPR;FIXE;NON;55297.0;Paris;10706072.0;31.0;1705.0;23861.0;65863.0;-63.77176867133292;OUI;139.0;101.0;25.0;53.46174078420265;32.97859426212925;10.237526807753005;3.322138145915105;63.0;41.901408450704224;38.2794480637721;48.941761,2.457313
59033.0;93;AUDITORIUM BOURSE TRAVAIL;ILE-DE-FRANCE;11 RUE DU 8 MAI 1945;93008;Bobigny;02-Grande Couronne;1;400;De 2 à 5 000 entrées;EST ENSEMBLE;;E;;ITINERANT;NON;51716.0;Paris;10706072.0;30.0;437.0;4922.0;5102.0;-3.5280282242257988;OUI;100.0;69.0;3.0;30.33373158957819;55.628539435404804;11.50514072018302;2.5325882548339917;56.0;19.465780121517824;14.882639420938993;48.90951,2.436542
59604.0;92;JEAN RENOIR;ILE-DE-FRANCE;RUE DU GENERAL LECLERC;92009;Bois-Colombes;02-Grande Couronne;1;300;De 5 à 10 000 entrées;COMMUNE DE BOIS COLOMBES;;NON;;FIXE;NON;28043.0;Paris;10706072.0;21.0;175.0;8031.0;17191.0;-53.28369495666336;NON;51.0;28.0;0.0;44.14487557417871;41.98056919296219;11.109779155746146;2.7647760771129506;28.0;32.91199391750618;29.837132130577636;48.916548,2.266897
59690.0;78;LA GRANGE DE LA TREMBLAYE;ILE-DE-FRANCE;RUE DU PARC;78073;Bois-d'Arcy;03-Petite couronne;1;338;De 2 à 5 000 entrées;COMMUNE DE BOIS D'ARCY;;NON;;FIXE;NON;14299.0;Paris;10706072.0;25.0;304.0;4186.0;11922.0;-64.88844153665492;NON;75.0;61.0;0.0;34.81672616733237;55.61662719592804;4.937966137640946;4.628680499098653;30.0;13.630960243032625;8.96751617122053;48.800013,2.023763
60942.0;94;LE FORUM;ILE-DE-FRANCE;PLACE DU FORUM;94004;Boissy-Saint-Léger;02-Grande Couronne;1;114;Moins de 2000 entrées;COMMUNE DE BOISSY SAINT LEGER;;NON;;FIXE;NON;15922.0;Paris;10706072.0;19.0;47.0;1951.0;5354.0;-63.5599551737019;NON;26.0;15.0;0.0;57.109240655262916;16.073852837360846;13.603040999185447;13.213865508190786;11.0;72.78208440999138;75.5724499954747;48.754035,2.502015
61504.0;93;SALLE ANDRE MALRAUX;ILE-DE-FRANCE;25 COURS DE LA REPUBLIQUE;93010;Bondy;02-Grande Couronne;1;324;De 10 à 20 000 entrées;COMMUNE DE BONDY;;C;JP;FIXE;NON;53439.0;Paris;10706072.0;30.0;654.0;12659.0;33757.0;-62.49962970643126;OUI;132.0;87.0;6.0;61.74165457184325;25.37010159651669;6.966618287373004;5.921625544267053;79.0;46.263345195729535;47.11175616835994;48.901598,2.480089
62121.0;94;GERARD PHILIPE;ILE-DE-FRANCE;2 RUE PABLO NERUDA;94011;Bonneuil-sur-Marne;02-Grande Couronne;1;245;De 2 à 5 000 entrées;COMMUNE DE BONNEUIL SUR MARNE;;NON;;FIXE;NON;16903.0;Paris;10706072.0;25.0;283.0;4130.0;11145.0;-62.94302377747869;NON;59.0;46.0;1.0;48.046768784555425;46.73252968367624;4.377775763618237;0.8429257681500952;21.0;26.407766990291265;20.393365358470046;48.774577,2.486664
66835.0;92;CINEMA LANDOWSKI;ILE-DE-FRANCE;28 AVENUE ANDRE-MORIZET;92012;Boulogne-Billancourt;02-Grande Couronne;1;154;De 20 à 30 000 entrées;COMMUNE DE BOULOGNE-BILLANCOURT;;C;RDJPPR;FIXE;NON;117931.0;Paris;10706072.0;26.0;843.0;22897.0;50439.0;-54.604571859077296;OUI;81.0;46.0;36.0;56.62241238281004;33.32284653621091;6.954843851590847;3.0998972293882003;68.0;39.38401048492792;28.05637702133015;48.83591,2.239289
66923.0;92;PATHE;ILE-DE-FRANCE;26 RUE LE CORBUSIER;92012;Boulogne-Billancourt;02-Grande Couronne;7;1492;De 150 à 200 000 entrées;EUROPALACES NICE BOULOGNE;LES CINEMAS GAUMONT PATHE;NON;;FIXE;NON;117931.0;Paris;10706072.0;31.0;6272.0;180567.0;604549.0;-70.13194960210008;NON;124.0;88.0;85.0;46.61124307205068;45.320665083135395;6.298495645288995;1.7695961995249407;47.0;20.918649695628115;14.346793349168646;48.837649,2.239534
